MANDT,BILLINGDOCUMENTTYPE,LANGUAGE,BILLINGDOCUMENTTYPENAME
102,FAZS,P,Solic.adiant.RS
102,FAZS,Q,Požiad.na zálohu SV
102,FAZS,R,ТребовАвансПлтж- ОДМ
102,FAZS,S,Sol.anticipo CS
102,FAZS,T,Serv.lst.peşinat tlp
102,FAZS,U,Enn.maksupyyntö PH
102,FAZS,V,Tjänstespec. förskottsanm.
102,FAZS,W,КатРаб.заявка авансово плащане
102,FAZS,X,BOS IšankstMokėjUžkl
102,FAZS,Y,MS avansa maksājuma pieprasījums
102,FAZS,c,Sol·licitud de bestreta BOS
102,FAZS,d,Lista usluga - zahtev za avans
102,FAZS,묩,BOS DownPaymentReqst
102,FAZS,뱋,BOS аванстық төлем сұрауы
102,FAZS,쁩,BOS yêu cầu đ.cọc
102,FL,1,形式LB
102,FL,2,ล่วงหน้าสำหรับ LB
102,FL,3,LB 견적
102,FL,4,Proforma pt.LB
102,FL,5,Proforma za LB
102,FL,6,Proforma za LB
102,FL,7,Proforma untuk LB
102,FL,8,Проформа для LB
102,FL,9,"Esialgn.arve, LB"
102,FL,A,شكلي لـ LB
102,FL,B,פרופורמה עבור LB
102,FL,C,Profor.pro pr.ve mz.
102,FL,D,Proforma für LB
102,FL,E,Proforma for LB
102,FL,F,Proforma pour LB
102,FL,G,Proforma για LB
102,FL,H,Proforma bérfeld.hoz
102,FL,I,Proforma per lav.est
102,FL,J,仮請求書: LB
102,FL,K,Proforma til LF
102,FL,L,Pro forma dla LB
102,FL,M,LB 預估發票
102,FL,N,Pro forma voor LB
102,FL,O,Proforma for UL
102,FL,P,Proforma para LB
102,FL,Q,Proforma p.PrácZaMzd
102,FL,R,Проформа для LB
102,FL,S,Proforma para LB
102,FL,T,FÜ için proforma
102,FL,U,"Proforma, LB"
102,FL,V,Proforma för lego
102,FL,W,Проформа за LB
102,FL,X,Išankst.dokument.LB
102,FL,Y,LB pro forma
102,FL,c,Pro-forma prov.subc.
102,FL,d,Proforma za LB
102,FL,묩,LB हेतु प्रोफॉर्मा
102,FL,뱋,LB арн.проформа
102,FL,쁩,Báogiá tạm cho LB
102,FP,1,出据发票POS-接口
102,FP,2,Billing POS-Interfce
102,FP,3,청구 POS-인터페이스
102,FP,4,Factură intrfaţă POS
102,FP,5,Faktura POS-vmesnik
102,FP,6,POS-sučelje faktur.
102,FP,7,Pgbiln AntrMuka-POS
102,FP,8,Фактура інтерф.POS
102,FP,9,Arveld. POS liides
102,FP,A,واجهة-POS للفواتير
102,FP,B,חיוב ממשק-POS
102,FP,C,Faktura interf.POS
102,FP,D,Faktura POS-Interf.
102,FP,E,Billing POS-Interfce
102,FP,F,Facturation interface POS
102,FP,G,Τιμολόγ. POS-Παρέμβ.
102,FP,H,Számla POS-interfész
102,FP,I,Fattura interf. POS
102,FP,J,POS 請求 - Interfce
102,FP,K,Faktura POS-interf.
102,FP,L,Faktura POS-Inter.
102,FP,M,請款 POS - 介面
102,FP,N,Factuur POS-interf.
102,FP,O,Faktura POS-Interf.
102,FP,P,Interf.POS doc.fat.
102,FP,Q,Faktúra rozhran.POS
102,FP,R,Фактура POS-интерф.
102,FP,S,Interf.POS Factura
102,FP,T,Ftrl.POS arabirimi
102,FP,U,Lasku - POS-liittymä
102,FP,V,Faktura pos-interf.
102,FP,W,Факт. POS-интерфейс
102,FP,X,Sąskaitos POS sąsaja
102,FP,Y,Rēķina izrakstīšanas POS saskarne
102,FP,c,Factura interf.TPV
102,FP,d,Faktur. POS interf.
102,FP,묩,बिलिंग POS-इंटरफ़ेस
102,FP,뱋,POS интер. шот ұсыну
102,FP,쁩,Lập hđ POS-g.diện
102,FR,1,发票修复
102,FR,2,แก้ไขใบแจ้งหนี้
102,FR,3,수리송장
102,FR,4,Factură reparaţie
102,FR,5,Račun popravilo
102,FR,6,Faktura Popravak
102,FR,7,Pembaikan Invois
102,FR,8,Рах.-фактура: випр.
102,FR,9,"Arve, parandamine"
102,FR,A,إصلاح الفاتورة
102,FR,B,תיקון חשבונית
102,FR,C,Faktura - reparatura
102,FR,D,Rechnung Reparatur
102,FR,E,Invoice Repair
102,FR,F,Facture réparation
102,FR,G,Τιμολόγιο Διορθώσεων
102,FR,H,Számla - reparatúra
102,FR,I,Fattura riparazione
102,FR,J,請求書 (修理費用)
102,FR,K,Faktura reparation
102,FR,L,Rachunek naprawy
102,FR,M,維修發票
102,FR,N,Factuur reparatie
102,FR,O,Faktura - reparasjon
102,FR,P,Fatura reparação
102,FR,Q,Faktúra - oprava
102,FR,R,Счет-факт./исправ.
102,FR,S,Fatura reparación
102,FR,T,Fatura (onarım)
102,FR,U,"Lasku, korjaus"
102,FR,V,Faktura reparation
102,FR,W,Корекция на фактура
102,FR,X,Sąskaitos taisymas
102,FR,Y,Faktūrrēķina labošana
102,FR,c,Reparació factura
102,FR,d,Popravka fakture
102,FR,묩,इनवॉइस मरम्मत
102,FR,뱋,Шот-фактураны түзету
102,FR,쁩,Sửa hoá đơn
102,FS,E,
102,FV,1,发票合同
102,FV,2,ใบแจ้งหนี้ตามสัญญา
102,FV,3,일괄계약송장
102,FV,4,Factură contract
102,FV,5,Račun pogodba
102,FV,6,Faktura Ugovor
102,FV,7,Kontrak Invois
102,FV,8,Рах.-факт.: контракт
102,FV,9,"Arve, leping"
102,FV,A,عقد فاتورة
102,FV,B,חוזה חשבונית
102,FV,C,Faktura - smlouva
102,FV,D,Rechnung Vertrag
102,FV,E,Invoice Contract
102,FV,F,Facture contrat
102,FV,G,Τιμολ.Σύμβασης
102,FV,H,Számla - szerződés
102,FV,I,Fattura contratto
102,FV,J,請求契約
102,FV,K,Faktura kontrakt
102,FV,L,Rachunek umowy
102,FV,M,發票契約
102,FV,N,Factuur contract
102,FV,O,Faktura - kontrakt
102,FV,P,Fatura doc.contrat.
102,FV,Q,Faktúra - zmluva
102,FV,R,Счет-фактура:договор
102,FV,S,Factura contrato
102,FV,T,Fatura (sözleşme)
102,FV,U,Lasku - sopimus
102,FV,V,Faktura avtal
102,FV,W,Договор с фактура
102,FV,X,Sąskaitos kontraktas
102,FV,Y,Faktūrrēķina līgums
102,FV,c,Factura contracte
102,FV,d,Faktura-ugovor
102,FV,묩,इनवॉइस संविदा
102,FV,뱋,"Шот-фактура, келіс."
102,FV,쁩,Hoá đơn hợp đồng
102,FX,1,出具发票外部事务
102,FX,2,รายการวางบิลภายนอก
102,FX,3,외부거래 대금청구
102,FX,4,Factură operaţie ext
102,FX,5,Faktura ekst. post.
102,FX,6,Trans.ext.faktur.
102,FX,7,Pgbln Trnsaksi Luarn
102,FX,8,Факт.зовн.транзакції
102,FX,9,"Arveld, välin. toim."
102,FX,A,معامَلة توسعة فاتورة
102,FX,B,חיוב העברות חיצוניות
102,FX,C,Faktura ext.operace
102,FX,D,Faktura ext.Vorgang
102,FX,E,Billing Ext Transact
102,FX,F,FactureOpératExterne
102,FX,G,Εξ.κιν.τιμολόγησης
102,FX,H,Külső műv. száml.
102,FX,I,Fattura oper.esterna
102,FX,J,請求 - 外部取引
102,FX,K,Faktura ekst.operat.
102,FX,L,Faktura zew. oper.
102,FX,M,外部交易請款
102,FX,N,Fact. ext. operatie
102,FX,O,Faktura ekst. oper.
102,FX,P,DocFat operação ext.
102,FX,Q,Faktúra ext.operácie
102,FX,R,ФактураВнешОперации
102,FX,S,Factura operac.ext.
102,FX,T,Ftr.blg(harici işl.)
102,FX,U,Lasku - ulk. tap.
102,FX,V,Faktura ext.trans.
102,FX,W,Фактура за външ.опер
102,FX,X,Sąskait.išor.operac.
102,FX,Y,Rēķinu izrakstīšanas ārēja transakcija
102,FX,c,Factura oper.ext.
102,FX,d,Fakt.ekst.transakc.
102,FX,묩,बिलिंग बाहरी लेनदेन
102,FX,뱋,Сырт.транзак.фактур.
102,FX,쁩,L.h.đ gdịch m.rộng
102,FXG,1,贷项凭证 S-b（含发票）
102,FXG,2,ใบลดหนี้ S-b w.i.
102,FXG,3,대변 메모 S-b(송장 있음)
102,FXG,4,Credit memo S-b w.i
102,FXG,5,Dobropis S-b w.i.
102,FXG,6,Odobrenje samofakturiranja s KreirFakt
102,FXG,7,Memo Kredit S-b w.i.
102,FXG,8,Кред.авізо з фактур.
102,FXG,9,Kreeditarve S-b w.i.
102,FXG,A,مذكرة دائنة S-b w.i.
102,FXG,B,הודעת זיכוי S-b w.i.
102,FXG,C,Dobrop. SB s fakt.
102,FXG,D,Gutschr. GSV m.R.
102,FXG,E,Credit Memo S-b w.i.
102,FXG,F,Avoir PNCav.CF
102,FXG,G,Πιστ.σημ. S-b w.i.
102,FXG,H,Jóváírás JVE számlával
102,FXG,I,Nota cred.PA c.fatt.
102,FXG,J,クレジットメモ/請求書あり
102,FXG,K,Kreditnota KNP med faktura
102,FXG,L,Faktura korygująca minus RFKMzR
102,FXG,M,貸項通知單 S-b〈含發票〉
102,FXG,N,Creditnota CNM m. f.
102,FXG,O,Kreditnota KPR m/fakt.
102,FXG,P,Nota crédito PNC c/fat.
102,FXG,Q,Dobropis s faktúrou
102,FXG,R,КредитАвизо РКА/счет
102,FXG,S,Abono pr.ab.c/fact.
102,FXG,T,Alck.dknt.rez.ile AK
102,FXG,U,Hyvitys HM sis. l.
102,FXG,V,Kreditnota FLB med faktura
102,FXG,W,Кредитно авизо с фактура
102,FXG,X,Kredit. sąs.s-b.ček.
102,FXG,Y,Kredītrēķins S-b w.i.
102,FXG,c,Ab.proced.ab.a/fact.
102,FXG,d,Odobrenje - samofakturisanje sa fakturom
102,FXG,묩,क्रेडिटमेमो S-b w.i.
102,FXG,뱋,Кред.авизо S-b w.i.
102,FXG,쁩,Giấy ghi có S-b w.i.
102,FXL,1,借项凭证 S-b（含发票）
102,FXL,2,ใบเพิ่มหนี้ S-b w.i.
102,FXL,3,차변 메모 S-b(송장 있음)
102,FXL,4,Debit memo S-b w.i
102,FXL,5,Bremepis S-b w.i.
102,FXL,6,Terećenje samofakturiranja s KreirFakt
102,FXL,7,Memo Debit S-b w.i.
102,FXL,8,Дебет.авізо з факт.
102,FXL,9,Deebetarve S-b w.i.
102,FXL,A,مذكرة مدينة S-b w.i.
102,FXL,B,הודעת חיוב S-b w.i.
102,FXL,C,Vrubop. SB s fakt.
102,FXL,D,Lastschr. GSV m.R.
102,FXL,E,Debit Memo S-b w.i.
102,FXL,F,Note débit PNC av.CF
102,FXL,G,Χρεωστ.σημ. S-b w.i.
102,FXL,H,Terhelés JVE számlával
102,FXL,I,Nota deb.PA con fatt.
102,FXL,J,デビットメモ/請求書あり
102,FXL,K,Debetnota KNP med faktura
102,FXL,L,Faktura korygująca plus RFKMzR
102,FXL,M,借項通知單 S-b〈含發票〉
102,FXL,N,Debetnota CNM m. f.
102,FXL,O,Debetnota KPR m/fakt.
102,FXL,P,Nota débito PNC c/fat.
102,FXL,Q,Ťarchopis s faktúrou
102,FXL,R,ДебетАвизо РКА/счет
102,FXL,S,NotCgo.pr.ab.c/fact.
102,FXL,T,Borç dknt.rez.ile AK
102,FXL,U,Veloitus HM sis. l.
102,FXL,V,Debetnota FLB med faktura
102,FXL,W,Дебитно авизо с фактура
102,FXL,X,Debet. sąs.s-b.ček.
102,FXL,Y,Debeta avizo S-b w.i.
102,FXL,c,NotCàrrecProcAbFact
102,FXL,d,Zaduženje - samofakturisanje sa fakturom
102,FXL,묩,डेबिट मेमो S-b w.i.
102,FXL,뱋,Деб.авизо S-b w.i.
102,FXL,쁩,Giấy ghi nợ S-b w.i.
102,FXS,1,发票 S-b w.i.
102,FXS,2,ใบแจ้งหนี้ S-b w.i.
102,FXS,3,송장 S-b w.i.
102,FXS,4,Factură S-b w.i
102,FXS,5,Račun S-b w.i.
102,FXS,6,Faktura samofakturiranja s KreirFakt
102,FXS,7,Invois S-b w.i.
102,FXS,8,Рахунок з фактурою
102,FXS,9,Arve S-b w.i.
102,FXS,A,فاتورة S-b w.i.
102,FXS,B,חשבונית S-b w.i.
102,FXS,C,Faktura - DP s fakt.
102,FXS,D,Rechnung GSV m.R.
102,FXS,E,Invoice S-b w.i.
102,FXS,F,Facture PNC av.CF
102,FXS,G,Τιμολόγιο S-b w.i.
102,FXS,H,Számla JVE számlával
102,FXS,I,Fattura PA con fatt.
102,FXS,J,請求書/請求書あり
102,FXS,K,Faktura KNP m/fakt.
102,FXS,L,Faktura RFKMzR
102,FXS,M,發票 S-b〈含發票〉
102,FXS,N,Factuur CNM m. f.
102,FXS,O,Faktura KPR m/fakt.
102,FXS,P,Fatura    PNC c/fat.
102,FXS,Q,Faktúra - DP s fakt.
102,FXS,R,СчетФактура РКА/счет
102,FXS,S,Fact.proc.ab.c/fact.
102,FXS,T,Fatura rez.ile AK
102,FXS,U,Lasku HM sis. l.
102,FXS,V,Faktura FLB m fakt.
102,FXS,W,Факт. - ПД с фактура
102,FXS,X,Sąskaita s-b.ček.
102,FXS,Y,Faktūrrēķins S-b w.i
102,FXS,c,Fact.proced.ab.fact.
102,FXS,d,FakturaSamof.sa p.
102,FXS,묩,इनवॉइस S-b w.i.
102,FXS,뱋,Шот-фак.S-b w.i.
102,FXS,쁩,Hđơn S-b w.i.
102,G2,1,贷项凭证
102,G2,2,ใบลดหนี้
102,G2,3,대변 메모
102,G2,4,Credit memo
102,G2,5,Dobropis
102,G2,6,Odobrenje
102,G2,7,Memo Kredit
102,G2,8,Кредитове авізо
102,G2,9,Kreeditarve
102,G2,A,المذكرة الدائنة
102,G2,B,הודעת זיכוי
102,G2,C,Dobropis
102,G2,D,Gutschrift
102,G2,E,Credit Memo
102,G2,F,Avoir
102,G2,G,Πιστωτικό Σημείωμα
102,G2,H,Jóváírás
102,G2,I,Nota di credito
102,G2,J,クレジットメモ
102,G2,K,Kreditnota
102,G2,L,Faktura korygująca minus
102,G2,M,貸項通知單
102,G2,N,Creditnota
102,G2,O,Kreditnota
102,G2,P,Nota de crédito
102,G2,Q,Dobropis
102,G2,R,Кредитовое авизо
102,G2,S,Nota de crédito
102,G2,T,Alacak dekontu
102,G2,U,Hyvitys
102,G2,V,Kreditnota
102,G2,W,Кредитно авизо
102,G2,X,Kreditinė sąskaita
102,G2,Y,Kredītrēķins
102,G2,c,Nota d'abonament
102,G2,d,Odobrenje
102,G2,묩,क्रेडिट मेमो
102,G2,뱋,Кредиттік авизо
102,G2,쁩,Giấy ghi Có
102,G2S,1,第三方贷项凭证
102,G2S,2,ใบลดหนี้ - บุคคลภายนอก
102,G2S,3,제3자 대변 메모
102,G2S,4,Credit memo terţ
102,G2S,5,Dobropis tretje stranke
102,G2S,6,Odobrenje treće stane
102,G2S,7,Memo Kredit Pihak Ke-3
102,G2S,8,Кред.авізо/3 сторона
102,G2S,9,Kolm. osap. kreeditarve
102,G2S,A,طرف ثالث لمذكرة دائن
102,G2S,B,הודעת זיכוי צד שלישי
102,G2S,C,Dobropis - 3. strana
102,G2S,D,Gutschrift Strecke
102,G2S,E,Cred. Memo 3rd Party
102,G2S,F,Avoir tiers
102,G2S,G,Πιστωτ.Σημ.Τρίτου
102,G2S,H,Jóváírás - háromszögügylet
102,G2S,I,Nota credito terzi
102,G2S,J,クレジットメモ (仕入先直送)
102,G2S,K,Kreditnota tredjepart
102,G2S,L,Faktura korygująca minus - str. trzecia
102,G2S,M,貸項通知單〈第三方〉
102,G2S,N,Creditnota extern
102,G2S,O,Kreditnota tredjepart
102,G2S,P,Nota crédito terceiros
102,G2S,Q,Dobropis - 3.strana
102,G2S,R,Кред. авизо/3 сторона
102,G2S,S,Abono de terceros
102,G2S,T,Alacak dekontu - üçüncü taraf
102,G2S,U,Hyvitys suoratoimitus
102,G2S,V,Kreditnota tredjepart
102,G2S,W,Кр. авизо 3-та стр.
102,G2S,X,3-iosios šalies kreditinė sąskaita
102,G2S,Y,Kredītrēķins 3. pusei
102,G2S,c,Abonament tercer
102,G2S,d,Odobrenje 3. strane
102,G2S,묩,क्रेडिट मेमो तृतीय पक्ष
102,G2S,뱋,Кред.авиз.3-тарабы
102,G2S,쁩,Bên thứ ba giấy ghi có
102,HR,1,出具发票培训管理
102,HR,2,Billing Training Adm
102,HR,3,교육관리 대금청구
102,HR,4,Factură seminar
102,HR,5,Faktura upr.seminar.
102,HR,6,Faktur.admin.obučav.
102,HR,7,Pentadbir Latihan Pengebilan
102,HR,8,Факт./керуван.семін.
102,HR,9,Koolit. hal.arveld.
102,HR,A,Billing Training Adm
102,HR,B,חיוב מינהלת הכשרה
102,HR,C,Faktura admin.semin.
102,HR,D,Faktura Seminarverw.
102,HR,E,Billing Training Adm
102,HR,F,Facturation admin. formation
102,HR,G,Διαχ.Εκπαιδ.Τιμολ.
102,HR,H,Oktatási admin. száml.
102,HR,I,Fattura gest.corsi
102,HR,J,請求 - 研修管理
102,HR,K,Faktura seminaradm.
102,HR,L,Faktura-wyk. szkol.
102,HR,M,請款訓練管理
102,HR,N,Factuur seminaradm.
102,HR,O,Faktura - kursadm.
102,HR,P,DocFaturam.- AdmCurs
102,HR,Q,Faktúra admin.semin.
102,HR,R,ФактураУправлСеминар
102,HR,S,Fact.gestión curso
102,HR,T,Ftrl.blg.(eğitim)
102,HR,U,Lasku - seminaarih.
102,HR,V,Faktura kurs
102,HR,W,ФактЗаАдмОбучение
102,HR,X,Sąsk.kval.kėlimo ad.
102,HR,Y,Rēķinu izr. apm. adm
102,HR,c,Doc.factur.gest.curs
102,HR,d,Faktur.admin.obuke
102,HR,묩,बिलिंग प्रशिक्षण व्य
102,HR,뱋,Оқытуды басқ.факт.
102,HR,쁩,Ql.h.luyện lậphđơn
102,IG,1,内部贷项凭证
102,IG,2,ใบลดหนี้ภายใน
102,IG,3,내부 대변 메모
102,IG,4,Credit memo intern
102,IG,5,Interni dobropis
102,IG,6,Interno odobrenje
102,IG,7,Memo Kredit Dalaman
102,IG,8,Внутрішнє кредитове авізо
102,IG,9,Sisemine kreeditarve
102,IG,A,مذكرة دائنة داخلية
102,IG,B,הודעת זיכוי פנימית
102,IG,C,Interní dobropis
102,IG,D,Interne Gutschrift
102,IG,E,Internal Credit Memo
102,IG,F,Note de crédit interne
102,IG,G,Εσωτερικό πιστ.σημ.
102,IG,H,Belső jóváírás
102,IG,I,Nota di credito interna
102,IG,J,内部クレジットメモ
102,IG,K,Intern kreditnota
102,IG,L,Wewn. fakt.kor.minus
102,IG,M,內部貸項通知單
102,IG,N,Interne creditnota
102,IG,O,Intern kreditnota
102,IG,P,Nota de crédito interna
102,IG,Q,Interný dobropis
102,IG,R,Внутреннее кредитовое авизо
102,IG,S,Nota de crédito interna
102,IG,T,Dahili alck.dekontu
102,IG,U,Sisäinen hyvitys
102,IG,V,Intern kreditnota
102,IG,W,Вътрешно кредитно известие
102,IG,X,Vidinė kreditinė sąskaita
102,IG,Y,Iekšējais kredītrēķins
102,IG,c,Abonament intern
102,IG,d,Interno odobrenje
102,IG,묩,आंतरिक क्रेडिट मेमो
102,IG,뱋,Ішкі кредиттік авизо
102,IG,쁩,Giấy ghicó nộibộ
102,IG2,1,增强内部贷项凭证
102,IG2,2,Enh. Int. CreditMemo
102,IG2,3,확장 내부 대변 메모
102,IG2,4,Credit memo int.ext.
102,IG2,5,Razšir.int.dobropis
102,IG2,6,Proš.int. odobrenje
102,IG2,7,Memo Kredit Dalaman Dipertingkatkan
102,IG2,8,Розшир.кред.авізо %
102,IG2,9,Kreeditarve täien.ju
102,IG2,A,مذكرة دائن دولي معزز
102,IG2,B,הו.זיכוי פנימי.מורח.
102,IG2,C,Rozš.int.dobropis
102,IG2,D,Erw. Int. Gutschrift
102,IG2,E,Enh. Int. CreditMemo
102,IG2,F,Avoir inter. étendu
102,IG2,G,Βελτ.Διασ.Πιστ.Σημ.
102,IG2,H,Bőv. belső jóváírás
102,IG2,I,Accredito int. ampl.
102,IG2,J,拡張内部クレジットメモ
102,IG2,K,Udv. int. kreditnota
102,IG2,L,Rozszerz. wewn. FKM
102,IG2,M,增強的內部貸項通知單
102,IG2,N,Uitgb. int.cred.nota
102,IG2,O,Utv. int. kreditnota
102,IG2,P,Nota créd.ampl.int.
102,IG2,Q,Rozšír.int.dobropis
102,IG2,R,Расш. КредитАвизо
102,IG2,S,Abono int.ampliado
102,IG2,T,Glşm.dhl.alck.dknt.
102,IG2,U,Laaj. sis. hyvitys
102,IG2,V,Utök. int. kred.nota
102,IG2,W,Разш.вътр.кред.авизо
102,IG2,X,Išpl.vid.kredito pž.
102,IG2,Y,Paplaš.iekš.kred.rķ.
102,IG2,c,Int.ampl.abonament
102,IG2,d,Prošir.int.odobrenje
102,IG2,묩,एन्हांस आ.CreditMemo
102,IG2,뱋,Кең.ішк.несиел.авизо
102,IG2,쁩,G.g.có n.bộ n.cấp
102,IGA,1,内部贷项凭证订单相关
102,IGA,2,เกี่ยวกับใบสั่ง ICM
102,IGA,3,ICM 오더 관련
102,IGA,4,ICM cu legare la comandă
102,IGA,5,"ICM, povezan z nalogom"
102,IGA,6,ICM povezan s nalogom
102,IGA,7,Pesanan Berkaitan ICM
102,IGA,8,ВКА по'язане з замовленням
102,IGA,9,ICM: tellimusega seotud
102,IGA,A,أمر ICM ذو صلة
102,IGA,B,קשור להזמנת ICM
102,IGA,C,Int.dobr. k zakázce
102,IGA,D,IG auftragsbezogen
102,IGA,E,ICM Order-Related
102,IGA,F,NCI liée à commande
102,IGA,G,ICM Σχετ.με Παραγγ.
102,IGA,H,B.jóváírás - rend.alapú
102,IGA,I,NCI rif. a ordine
102,IGA,J,ICM 受注関連
102,IGA,K,ICM-ordrerelateret
102,IGA,L,WFKM z odniesieniem do zlecenia
102,IGA,M,內部貸項通知單 - 訂單相關
102,IGA,N,ICM ordergerelateerd
102,IGA,O,ICK ordrerelatert
102,IGA,P,NC interna relativa à ordem
102,IGA,Q,ID so vzťahom k zákazke
102,IGA,R,Отн. к зак. внутр.кред.авизо
102,IGA,S,AI en rel.pedido
102,IGA,T,ICM sipariş referanslı
102,IGA,U,"SisHyvMaksu, tilaus"
102,IGA,V,ICM-orderrelaterad
102,IGA,W,Вътр.кредитно авизо свързано с поръчка
102,IGA,X,ICM susijęs su užsakymu
102,IGA,Y,Ar pasūtījumu saistīts ICM
102,IGA,c,ICM rel.comanda
102,IGA,d,Povezano sa ICM nalogom
102,IGA,묩,ICM ऑर्डर-संबंधी
102,IGA,뱋,ICM тапс.қатысты
102,IGA,쁩,Đơn hàng ICM có liên quan
102,IGS,1,内部贷项凭证取消
102,IGS,2,การยกเลิกใบลดหนี้ภายใน
102,IGS,3,내부 대변 메모 취소
102,IGS,4,Stornare credit memo intern
102,IGS,5,Storno internega dobropisa
102,IGS,6,Otkazivanje internog odobrenja
102,IGS,7,Pembatalan Memo Kredit Dalaman
102,IGS,8,Скасування внутрішнього кредитов.авізо
102,IGS,9,Sisemise kreeditarve tühistamine
102,IGS,A,إلغاء المذكرة الدائنة الداخلية
102,IGS,B,ביטול הודעת זיכוי פנימית
102,IGS,C,Storno interního dobropisu
102,IGS,D,Storno interne Gutschrift
102,IGS,E,Internal Credit Memo Cancellation
102,IGS,F,Annulation d'avoir interne
102,IGS,G,Ακύρωση Εσωτερικού Πιστωτικ.Σημειώματος
102,IGS,H,Belső jóváírás stornózása
102,IGS,I,Storno accredito interno
102,IGS,J,内部クレジットメモ取消
102,IGS,K,Annuller intern kreditnota
102,IGS,L,Storno wewn. faktury korygującej minus
102,IGS,M,取消內部貸項通知單
102,IGS,N,Stornering interne creditnota
102,IGS,O,Annuller intern kreditnota
102,IGS,P,Estorno de nota de crédito interna
102,IGS,Q,Storno interného dobropisu
102,IGS,R,Сторно внутреннего кредитового авизо
102,IGS,S,Cancelación de abono interno
102,IGS,T,Dahili alacak dekontu iptali
102,IGS,U,Sisäisen hyvityksen peruutus
102,IGS,V,Annullera intern kreditnota
102,IGS,W,Сторниране вътрешно кредитно известие
102,IGS,X,Vidinės kreditinės sąskaitos atšaukimas
102,IGS,Y,Iekšējā kredītrēķina atcelšana
102,IGS,c,Anul·lar nota abonament interna
102,IGS,d,Storno internog odobrenja
102,IGS,묩,ICM रद्द करें
102,IGS,뱋,ICM болдырмау
102,IGS,쁩,Hủy giấy ghi có nội bộ
102,IV,1,公司间开票
102,IV,2,การวางบิลระหว่างบริษัท
102,IV,3,회사 간 청구
102,IV,4,Facturare intercomp.
102,IV,5,Medpodj. poravnava
102,IV,6,Interno Fakturiranje
102,IV,7,Pengebilan Antara Syarikat
102,IV,8,Міжфірмове фактурування
102,IV,9,Konts-sis. arveldus
102,IV,A,فوترة بين الشركات
102,IV,B,חיוב בין חברות
102,IV,C,Interní zúčtování
102,IV,D,Interne Verrechnung
102,IV,E,Intercompany Billing
102,IV,F,Facturation interne
102,IV,G,Διεταιρ.τιμολόγηση
102,IV,H,Belső elszámolás
102,IV,I,Fatturazione interna
102,IV,J,会社間請求
102,IV,K,Intern fakturering
102,IV,L,Rozliczenie wewn.
102,IV,M,公司間請款
102,IV,N,Interne verrekening
102,IV,O,Intern avregning
102,IV,P,Faturamento interno
102,IV,Q,Interné zúčtovanie
102,IV,R,Внутр. перерасчет
102,IV,S,Facturación interna
102,IV,T,Dhl.mahsuplaştırma
102,IV,U,Sisäinen laskutus
102,IV,V,Intern avräkning
102,IV,W,Междуфирмено изготвяне на сметка
102,IV,X,Tarpbal. sąsk. išr.
102,IV,Y,Starpuzņ. norēķini
102,IV,c,Facturació interna
102,IV,d,Interno fakturisanje
102,IV,묩,अंतरकंपनी बिलिंग
102,IV,뱋,Ішкі қайта есептеу
102,IV,쁩,Hoá đơn nội bộ
102,IVA,1,公司间开票订单相关
102,IVA,2,เกี่ยวกับใบสั่ง IB
102,IVA,3,IB 오더 관련
102,IVA,4,Legat de facturare intercompanie
102,IVA,5,"IB, povezan z nalogom"
102,IVA,6,IB povezan s nalogom
102,IVA,7,Pesanan Berkaitan IB
102,IVA,8,ВР по'язане з замовленням
102,IVA,9,IB: tellimusega seotud
102,IVA,A,أمر IB ذو صلة
102,IVA,B,קשור להזמנת IB
102,IVA,C,Int.zúčt.k zakázce
102,IVA,D,IV auftragsbezogen
102,IVA,E,IB Order-Related
102,IVA,F,Fact. int. liée à cde
102,IVA,G,IB Σχετ.με Παραγγ.
102,IVA,H,BE - rendelésalapú
102,IVA,I,Fatt. int. rif. ord.
102,IVA,J,IB (受注関連)
102,IVA,K,IF-ordrerelateret
102,IVA,L,WFKM z odniesieniem do zlecenia
102,IVA,M,公司間請款 - 訂單相關
102,IVA,N,IV ordergerelateerd
102,IVA,O,IA - ordrerelatert
102,IVA,P,Faturamento interno relativa à ordem
102,IVA,Q,IZ so vzťahom k zákazke
102,IVA,R,Отн. к зак. внутр. перерасчет
102,IVA,S,FI en rel.pedido
102,IVA,T,Dhl.mhsp.sprş.referanslı
102,IVA,U,"Sis.laskutus, tilaus"
102,IVA,V,FF-orderrelaterad
102,IVA,W,Междуфирм.фактуриране свързано с поръчка
102,IVA,X,IB susijęs su užsakymu
102,IVA,Y,Ar pasūtījumu saistīts SUN
102,IVA,c,IB relac.comanda
102,IVA,d,Povezano s nalogom za interno fakturis.
102,IVA,묩,IB ऑर्डर-संबंधी
102,IVA,뱋,IB тапс.қатысты
102,IVA,쁩,Đơn hàng IB có liên quan
102,IVS,1,公司间开票取消
102,IVS,2,การยกเลิกการวางบิลระหว่างบริษัท
102,IVS,3,회사 간 청구 취소
102,IVS,4,Stornare facturare intercompanie
102,IVS,5,Storno obračuna med šiframi podjetja
102,IVS,6,Otkazivanje fakturiranja među poduzećima
102,IVS,7,Pembatalan Pengebilan Antara Syarikat
102,IVS,8,Скасування міжфірмового розрахунку
102,IVS,9,Kontsernisisese arveldamise tühistamine
102,IVS,A,إلغاء الفوترة بين الشركات
102,IVS,B,ביטול חיוב בין חברות
102,IVS,C,Storno interního zúčtování
